
[Name]
Default Domain Default

[Data]
X [ m ], Y [ m ], Z [ m ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ], Velocity w [ m s^-1 ], Wall Shear X [ Pa ], Wall Shear Y [ Pa ], Wall Shear Z [ Pa ]
3.17050400e+01, -6.73456907e+00, -1.30903442e+02, 4.75553377e-03, -5.29907364e-03, -5.91484690e-03, 1.18427095e-03, -1.28838010e-02, -5.75163476e-02
3.18151875e+01, -6.70564222e+00, -1.31020325e+02, 4.86105913e-03, -1.15800044e-03, -1.16469469e-02, 7.27179321e-03, -1.30646182e-02, -5.94699420e-02
2.31541519e+01, -1.07831020e+01, -1.27233978e+02, 8.22650560e-04, -1.48700019e-02, -8.82955734e-03, 4.03320901e-02, -4.45418283e-02, -3.66015476e-03
2.29710445e+01, -1.06785069e+01, -1.27206245e+02, 2.11418960e-02, -1.72142554e-02, -3.14888632e-04, 4.16073725e-02, -4.85683791e-02, -1.35679857e-03
2.31454163e+01, -1.05760403e+01, -1.27233162e+02, 1.09959859e-02, -1.82754155e-02, -2.85251881e-03, 4.85219955e-02, -5.10843992e-02, -7.13712024e-03
3.39896736e+01, -6.68060160e+00, -1.30797943e+02, 1.32238436e-02, 7.99109135e-03, -1.24073867e-02, 3.93744186e-02, 3.10123693e-02, -5.84449470e-02
2.87096863e+01, -1.28928881e+01, -1.26830582e+02, 3.21287364e-02, -2.29501836e-02, -7.29889888e-03, 6.35150149e-02, -5.46171144e-02, -1.65132880e-02
2.42365417e+01, -1.23772259e+01, -1.26892990e+02, -9.88285756e-04, 1.15665665e-03, 4.96662942e-05, -4.06645387e-02, 2.06109099e-02, 1.07234558e-02
1.71899986e+01, -1.10948706e+01, -1.23557938e+02, 1.44075174e-02, -1.27172342e-03, -1.10424226e-02, 5.65887094e-02, -1.14362091e-02, -2.34679338e-02
2.82665462e+01, -8.43264484e+00, -1.28329803e+02, -1.26826193e-03, 6.37716660e-03, -9.02088010e-04, -2.83410940e-02, -1.67311132e-02, -3.88482562e-03
3.23218651e+01, -6.56409836e+00, -1.31630096e+02, 2.73248740e-03, 1.29457924e-03, -1.11607555e-02, 9.55733005e-03, -1.44921355e-02, -5.74024543e-02
3.24073906e+01, -6.48286819e+00, -1.31548630e+02, -1.90768437e-03, 3.15669598e-03, -9.45954304e-03, 9.75407101e-03, -8.68689176e-03, -5.81977367e-02
3.24310532e+01, -6.50792027e+00, -1.31664444e+02, 4.25193459e-03, -4.06424887e-03, -1.25687551e-02, 1.22845992e-02, -1.38536617e-02, -5.89546897e-02
3.25229721e+01, -6.44092894e+00, -1.31611542e+02, 8.35893862e-03, -3.35327024e-03, -1.11393072e-02, 1.28870057e-02, -6.40681619e-03, -5.63000031e-02
3.25152359e+01, -6.42688227e+00, -1.31477768e+02, 3.79514252e-03, 5.79841528e-03, -1.96390748e-02, 1.47143947e-02, -2.13298411e-03, -6.53895810e-02
3.26103745e+01, -6.39218187e+00, -1.31545151e+02, 5.90514485e-03, 1.94918213e-03, -1.85881387e-02, 1.90540478e-02, 1.08646214e-04, -6.77921399e-02
2.86336136e+01, -9.58114243e+00, -1.26125069e+02, 7.48675270e-03, 2.56383866e-02, -1.73094980e-02, 3.15252431e-02, 6.90316930e-02, -3.25958841e-02
2.98796730e+01, -7.76672268e+00, -1.29749420e+02, 2.53082556e-03, 1.61557773e-03, -4.46638413e-04, -4.93327202e-03, -1.18990401e-02, -2.41649840e-02
3.07982063e+01, -8.30959797e+00, -1.27839470e+02, -1.43985043e-03, 3.47295008e-03, -8.62059649e-03, 1.56766307e-02, 2.85427216e-02, -2.28640642e-02
2.90666275e+01, -8.15276051e+00, -1.29132538e+02, 7.43789738e-03, -1.98237016e-03, -2.32579722e-03, -2.51624342e-02, -2.06853487e-02, 1.85112644e-03
2.90664310e+01, -8.23613453e+00, -1.29277710e+02, 4.83066682e-03, 9.95623763e-04, -5.29739598e-04, -2.65262090e-02, -1.54687855e-02, 1.32235186e-02
2.70073357e+01, -1.09743738e+01, -1.28180771e+02, 2.43045930e-02, 5.06838076e-02, -2.20750216e-02, 5.63083328e-02, 1.03513390e-01, -5.61210997e-02
2.70634995e+01, -1.10650749e+01, -1.28139572e+02, 1.93134043e-02, 3.55339423e-02, -2.76926551e-02, 6.74116760e-02, 1.03751272e-01, -6.17452972e-02
2.65210457e+01, -1.46393557e+01, -1.26452820e+02, 5.06890751e-03, -6.59075705e-03, 1.51404580e-02, 7.75741320e-03, -2.14190129e-02, 7.35816509e-02
2.81906166e+01, -1.48526831e+01, -1.27907272e+02, 8.86218995e-03, -1.19152036e-03, -9.85738821e-04, 2.39651389e-02, -2.25008391e-02, -3.67900985e-03
3.04812794e+01, -7.53990364e+00, -1.30373566e+02, 4.69233841e-03, 2.77898484e-03, -5.43953339e-03, -1.48727128e-03, -1.99757759e-02, -3.25504765e-02
1.74000626e+01, -1.13978386e+01, -1.25905220e+02, 1.80418938e-02, -5.47330407e-03, -2.50784936e-03, 5.86042069e-02, -4.61171148e-03, 1.56113040e-03
3.04865341e+01, -1.37855701e+01, -1.27477463e+02, 1.91626092e-03, 5.72515745e-03, 2.12114044e-02, 2.21592039e-02, 3.71290557e-02, 8.36003274e-02
2.61750164e+01, -9.41292953e+00, -1.26081223e+02, -1.71271749e-02, 6.08598767e-03, 3.81832849e-03, -6.43796101e-02, -9.84114595e-03, -3.28506529e-03
2.90591183e+01, -8.03807163e+00, -1.28760590e+02, -7.05240527e-04, 2.85795401e-03, -8.39607604e-03, -2.04649288e-02, -2.10952908e-02, -3.82079817e-02
2.91443462e+01, -7.96938372e+00, -1.28606583e+02, 1.60406914e-03, -2.83827283e-03, -1.02135325e-02, -1.95155051e-02, -1.16104465e-02, -4.29364443e-02
2.73902054e+01, -1.25687408e+01, -1.27611397e+02, 2.63428390e-02, -7.36447871e-02, -3.27939913e-03, 7.78198019e-02, -1.56701237e-01, -1.15794428e-02
3.44970360e+01, -7.98413897e+00, -1.31217834e+02, 9.79022775e-03, -2.68287724e-03, -1.53367256e-03, 1.97286177e-02, 2.87311414e-04, -2.91383527e-02
3.45873756e+01, -7.88474798e+00, -1.31248230e+02, 4.21652338e-03, -1.97049160e-03, -2.67083780e-03, 1.79344807e-02, -1.75597041e-03, -2.62534302e-02
2.41813183e+01, -9.27343941e+00, -1.25289749e+02, 1.85058836e-03, -7.26719806e-03, -2.39565619e-03, 3.60283293e-02, -1.24164559e-02, -1.18020708e-02
3.37347183e+01, -7.85112572e+00, -1.30199005e+02, 1.10330107e-03, 2.87210755e-03, -1.19798575e-02, 2.66379397e-02, 8.84213427e-04, -2.88756453e-02
2.72316151e+01, -1.47389193e+01, -1.25278946e+02, -1.40258635e-04, -4.93296888e-03, -1.24986609e-03, -2.12848410e-02, -1.41792558e-02, -2.81749982e-02
2.73292503e+01, -1.48658724e+01, -1.25361404e+02, 6.05838839e-04, -2.67078914e-03, 1.62591494e-03, -2.53001098e-02, -1.12437848e-02, -2.95000710e-02
1.74412079e+01, -1.16362562e+01, -1.25123657e+02, 7.31631368e-03, -3.19191441e-03, -1.08739128e-03, 3.36606950e-02, -1.37841201e-03, -4.30071494e-03
2.18127670e+01, -1.09497547e+01, -1.23796303e+02, 1.36420382e-02, -4.31241281e-03, -1.31426258e-02, 5.35439849e-02, -2.93734521e-02, -3.19674164e-02
2.96026554e+01, -8.75743866e+00, -1.26980385e+02, 1.13958549e-02, 2.22694874e-02, -1.68108214e-02, 2.66145263e-02, 6.49327412e-02, -6.49089292e-02
2.95424080e+01, -8.65985394e+00, -1.27059311e+02, 1.41311167e-02, 3.50773036e-02, -3.65293175e-02, 1.93275735e-02, 5.95766231e-02, -6.36197850e-02
3.14913712e+01, -9.46259117e+00, -1.30266724e+02, 6.91210711e-03, 1.12287346e-02, -2.32774043e-03, 2.67271185e-03, 8.61009583e-03, -1.66813266e-02
3.14783802e+01, -9.38718605e+00, -1.30420319e+02, 4.88780625e-03, 1.78363571e-05, -6.49894169e-03, 2.40018368e-02, 1.94322672e-02, -3.30888890e-02
3.02914391e+01, -8.41290188e+00, -1.27532494e+02, 3.64811998e-03, 5.02754189e-03, -1.80366561e-02, 2.07698382e-02, 4.51325700e-02, -4.65774871e-02
3.01869850e+01, -8.43003941e+00, -1.27468651e+02, -4.61342745e-04, 8.63709953e-03, -1.30471177e-02, 1.09609449e-02, 3.97156328e-02, -3.89214233e-02
3.02296200e+01, -1.02656879e+01, -1.29072205e+02, 4.76121670e-03, 6.06285001e-04, -3.54290218e-03, 2.42321379e-02, 1.63462646e-02, -2.94927657e-02
3.21679039e+01, -1.45613165e+01, -1.27748825e+02, 3.64430598e-03, -5.72999939e-03, -7.17669120e-03, -2.29141116e-02, -8.03884119e-03, -3.27809267e-02
3.09821472e+01, -9.84068394e+00, -1.28375687e+02, 7.68323569e-03, 4.79359180e-03, -9.56489705e-03, 4.08171192e-02, 2.10628510e-02, -3.53867114e-02
3.10348911e+01, -9.86471748e+00, -1.28526398e+02, 3.48485634e-03, 6.02636067e-03, -8.27677734e-03, 4.28878255e-02, 2.17252448e-02, -3.80030796e-02
2.84178391e+01, -1.24794855e+01, -1.26476608e+02, 4.71598469e-02, -3.17890495e-02, -1.32928323e-02, 9.16121677e-02, -1.07528418e-01, -1.89507641e-02
2.85005493e+01, -1.25716772e+01, -1.26328064e+02, 4.03809957e-02, -4.50092815e-02, -1.22013744e-02, 9.21368599e-02, -1.01750173e-01, -2.11825240e-02
2.85433674e+01, -1.26167479e+01, -1.26509750e+02, 2.75595728e-02, -2.32719108e-02, -9.64488089e-03, 7.87153617e-02, -8.75016525e-02, -1.99980438e-02
3.34004478e+01, -8.66371441e+00, -1.31620193e+02, 1.13187181e-02, 9.36571043e-03, -1.62880067e-02, 3.93874459e-02, 4.03483957e-02, -8.48364234e-02
3.35551262e+01, -8.63533115e+00, -1.31626572e+02, 1.26032727e-02, 3.59800109e-03, -1.58183388e-02, 3.11850347e-02, 2.07398646e-02, -6.81504160e-02
3.35038223e+01, -8.67266273e+00, -1.31504944e+02, 1.04385074e-02, 6.18552137e-03, -1.41758444e-02, 3.33700888e-02, 3.54964137e-02, -7.70982206e-02
2.88276310e+01, -1.10711327e+01, -1.27668503e+02, 2.01709382e-03, 1.99251063e-02, -9.82395094e-03, 3.82251479e-02, 2.46023405e-02, -3.91662940e-02
3.07583599e+01, -7.30718136e+00, -1.30446365e+02, -2.10454687e-03, 4.89801122e-03, -6.13392331e-03, -3.80855706e-03, -2.13059373e-02, -3.63944396e-02
3.07962265e+01, -7.23834085e+00, -1.30333847e+02, -7.66362704e-04, -2.31815246e-03, -8.70857108e-03, -3.57041066e-03, -1.52410707e-02, -4.32115272e-02
2.95201340e+01, -8.84801292e+00, -1.26863411e+02, 1.44067057e-03, 1.32632032e-02, -2.18613576e-02, 1.56235127e-02, 5.59487268e-02, -5.28833978e-02
3.49244652e+01, -6.59056377e+00, -1.31572037e+02, 6.76789647e-03, 5.45136910e-03, -1.34762088e-02, 3.08733322e-02, 2.80227996e-02, -4.04131934e-02
2.22496033e+01, -8.80117130e+00, -1.25474129e+02, -5.56925312e-03, -2.87642959e-03, -2.33252905e-03, -4.69263308e-02, 1.13391445e-03, -2.03349460e-02
3.32568436e+01, -6.16583061e+00, -1.32582764e+02, 9.69768967e-03, -3.68566089e-03, -9.82707180e-03, 1.24300960e-02, -7.75564043e-03, -5.19868881e-02
3.32024422e+01, -6.16800451e+00, -1.32443863e+02, 9.36686434e-03, -4.23812401e-03, -8.08814541e-03, 3.37971142e-03, -9.23549291e-03, -3.95538360e-02
1.61999893e+01, -8.70318699e+00, -1.23692856e+02, -1.67929870e-03, -7.52518419e-03, -2.74200551e-03, 5.29843848e-03, -5.16662886e-03, 5.58577757e-03
3.29690781e+01, -6.43496323e+00, -1.32566757e+02, -1.64472789e-03, 9.18459787e-04, -1.46335308e-02, 1.02823116e-02, -1.88132022e-02, -5.37833832e-02
2.00782146e+01, -1.16444845e+01, -1.24267746e+02, 1.87889149e-03, -1.14337097e-04, -5.76338614e-04, -1.46310255e-02, 1.34664192e-03, 2.09518755e-03
2.15134182e+01, -1.01716080e+01, -1.27090187e+02, 2.67520500e-03, -7.45065697e-03, -1.28199970e-02, 3.07482295e-02, -2.50790734e-02, -5.15797595e-03
2.61370716e+01, -1.32638369e+01, -1.24888557e+02, -4.70047677e-03, 2.76739011e-04, -1.15912715e-02, -4.86735292e-02, -2.72915848e-02, -3.06753386e-02
2.11565914e+01, -1.08342285e+01, -1.23613998e+02, 6.24874653e-03, -8.16373678e-04, -1.31075282e-03, -1.91278215e-02, -1.25410371e-02, -2.86626420e-03
3.07824783e+01, -1.55563240e+01, -1.25424995e+02, -1.02362363e-02, -3.70685710e-04, -6.57499954e-03, -2.72359848e-02, -2.38835867e-02, 1.25663076e-03
2.36413956e+01, -1.21439371e+01, -1.26634789e+02, 2.30240519e-03, -4.01823362e-03, -6.40184199e-03, -4.63572070e-02, 2.39255447e-02, 8.27357930e-04
2.37382832e+01, -1.21217756e+01, -1.26762177e+02, 4.38413303e-03, -5.06670820e-03, -7.51927681e-03, -4.45912816e-02, 2.54545510e-02, 1.26524444e-03
2.38013973e+01, -1.22477665e+01, -1.26607056e+02, 7.50879990e-04, 6.02596765e-03, 2.43036746e-04, -4.66401130e-02, 2.67136432e-02, 2.98135006e-03
2.97554264e+01, -1.05469837e+01, -1.27575165e+02, 1.41175287e-02, -2.15611607e-03, -1.04764560e-02, 4.64840159e-02, 1.47042815e-02, -4.33161259e-02
2.69219093e+01, -1.02557316e+01, -1.28351974e+02, 1.60079524e-02, 4.18033078e-02, -6.65500481e-03, 3.51308323e-02, 9.64402705e-02, -1.70185324e-02
2.07825222e+01, -1.13006840e+01, -1.23876030e+02, 5.25211776e-03, -2.62963492e-03, 1.42438267e-03, 5.67653624e-04, -1.56732239e-02, -1.47718545e-02
1.58661995e+01, -8.34667206e+00, -1.24413460e+02, 1.59323646e-03, -1.64776342e-03, -2.75236001e-04, 1.14457766e-02, -6.55013369e-04, 4.91335231e-04
2.78341866e+01, -1.15981026e+01, -1.25676323e+02, -6.32134965e-03, -2.67709773e-02, 1.04650261e-03, 2.26594508e-02, -8.71215016e-02, -1.10447081e-02
3.20661697e+01, -6.98787689e+00, -1.31955444e+02, -2.73286435e-03, -2.90664262e-03, -9.67603736e-03, 1.40810600e-02, -3.11492626e-02, -4.15062904e-02
3.29589195e+01, -7.29156733e+00, -1.29600403e+02, 3.83055327e-03, 7.27557437e-03, -2.74861577e-05, 3.30063216e-02, 2.48536915e-02, -3.48194465e-02
3.29509964e+01, -7.15672445e+00, -1.29683350e+02, 3.70841590e-03, 1.96708157e-03, -1.75777671e-03, 2.99046077e-02, 2.33338848e-02, -3.29347067e-02
1.80079498e+01, -1.01007156e+01, -1.26715637e+02, 1.76844765e-02, -7.04358425e-03, -7.91527145e-03, 4.37774435e-02, -1.42732831e-02, -5.44898165e-03
1.79978733e+01, -1.02963772e+01, -1.26705261e+02, 1.30369347e-02, -8.44568294e-03, -8.07813555e-03, 3.41161117e-02, -1.05942702e-02, -2.72444519e-03
3.11350021e+01, -9.81835079e+00, -1.29592117e+02, -1.24124228e-03, 4.56261961e-03, 6.63771294e-04, 2.47286782e-02, 1.81418769e-02, -2.14127321e-02
3.10591240e+01, -9.78478146e+00, -1.29721024e+02, -1.72609428e-03, 8.63652024e-03, 1.28316076e-03, 2.36617550e-02, 1.85096078e-02, -2.53774431e-02
3.12149448e+01, -9.73755264e+00, -1.29713501e+02, 1.22161140e-03, 1.00026755e-02, -6.00353256e-03, 4.30599824e-02, 3.13241705e-02, -3.73668671e-02
1.75887642e+01, -8.78271675e+00, -1.25964195e+02, 1.07009131e-02, 1.42511958e-02, -9.46954824e-03, 4.55858037e-02, -6.92613481e-04, -2.34951172e-03
2.54455185e+01, -9.50111103e+00, -1.26057228e+02, -6.07231213e-03, 1.02702584e-02, 1.09764198e-02, -4.07803729e-02, -1.60519092e-03, 2.56227497e-02
3.06546669e+01, -9.70697117e+00, -1.29955200e+02, 3.73914535e-03, 8.06254242e-03, -3.82328941e-03, 2.12519579e-02, 2.12658588e-02, -2.94938944e-02
1.78813000e+01, -1.16513681e+01, -1.24841156e+02, 1.38562638e-02, 2.09442968e-03, -3.12237674e-03, 3.85125093e-02, -2.75032269e-03, -4.36400063e-03
1.68260746e+01, -1.14259272e+01, -1.23981880e+02, 1.65637154e-02, -1.25206504e-02, 1.30537577e-04, 5.81154786e-02, 1.33685448e-04, -9.76198073e-03
2.90820751e+01, -1.55517273e+01, -1.27953445e+02, 1.39770862e-02, -6.71991846e-03, 9.67707857e-03, 2.83895768e-02, -4.01758738e-02, 1.84505265e-02
2.30711250e+01, -1.02506027e+01, -1.23983086e+02, 5.81486477e-03, -1.62366182e-02, -2.03040196e-03, 3.24868150e-02, -4.01327945e-02, -4.34183225e-04
2.90963764e+01, -1.48738956e+01, -1.28297913e+02, -1.11913728e-03, 3.08754016e-03, 1.79977564e-04, 1.63922850e-02, -1.63773960e-03, -3.15359421e-03
2.07112160e+01, -8.84065056e+00, -1.25825523e+02, 9.37822834e-03, -3.47482204e-03, -2.28742533e-03, 4.81843650e-02, -8.52848124e-03, -1.32061932e-02
2.85139294e+01, -1.05902357e+01, -1.26134476e+02, 2.09716968e-02, 1.75835229e-02, -5.24914404e-03, 7.02488944e-02, 5.57186678e-02, -3.24079730e-02
3.09631729e+01, -1.43053532e+01, -1.27948044e+02, 1.99593715e-02, -6.73525734e-03, 1.90914758e-02, 7.89133161e-02, -3.41907912e-03, 2.79076211e-02
2.70250626e+01, -1.07240791e+01, -1.25197777e+02, -1.14172529e-02, 1.42221870e-02, -1.65407592e-03, -6.23002648e-02, 8.81490931e-02, 9.66127403e-03
3.06751900e+01, -1.42546282e+01, -1.27997871e+02, 2.59816516e-02, 6.10298663e-03, 1.33832516e-02, 7.27189183e-02, 1.40000433e-02, 3.60977538e-02
3.05159855e+01, -1.42949514e+01, -1.28080063e+02, 2.69915517e-02, 3.12922709e-03, 1.88165810e-02, 7.51042664e-02, 9.32854787e-03, 2.95618568e-02
2.65495453e+01, -1.02002478e+01, -1.28165070e+02, 4.08503786e-03, 3.27920020e-02, 1.01684814e-03, 2.36927979e-02, 1.04454562e-01, 6.55617658e-03
2.63998814e+01, -1.02722464e+01, -1.28088242e+02, 3.95032950e-03, 3.97187956e-02, -3.88535042e-03, 1.88119076e-02, 1.14731081e-01, 1.31087005e-02
2.08364220e+01, -1.09831076e+01, -1.26802696e+02, 1.53865265e-02, 4.26363153e-03, 1.14811882e-02, 4.74766716e-02, -1.20737161e-02, 1.22614694e-03
2.09761600e+01, -1.11000443e+01, -1.26749153e+02, 1.45414695e-02, 1.08161829e-02, 1.78851597e-02, 4.38285284e-02, -1.10358680e-02, 1.48177030e-03
2.73266869e+01, -1.11791248e+01, -1.25277138e+02, -4.73253010e-03, -3.16138309e-03, -6.00426830e-03, -1.21134240e-03, 3.10860691e-03, 9.83243342e-04
3.38795662e+01, -8.48711014e+00, -1.31005234e+02, 1.08904159e-02, 4.09142440e-03, -1.37067400e-02, 2.89956015e-02, 9.12227668e-03, -4.62722704e-02
3.39704399e+01, -8.37781429e+00, -1.30938293e+02, 7.62793887e-03, -2.40431190e-03, -5.81682427e-03, 3.35789323e-02, 9.17363446e-03, -4.60284054e-02
2.89297295e+01, -8.55724335e+00, -1.27011909e+02, -4.06511407e-03, 5.58667211e-03, -2.14561690e-02, -7.63401855e-03, 4.30450216e-02, -6.43627644e-02
2.90916557e+01, -8.53331375e+00, -1.27079369e+02, 1.90520135e-04, 2.52669845e-02, -2.11006515e-02, -1.00598484e-03, 5.17784953e-02, -7.45510012e-02
1.95596218e+01, -1.16922293e+01, -1.25775391e+02, 7.50020100e-03, 4.89346078e-03, 6.07052469e-04, 2.16905326e-02, -4.18373296e-04, -3.27111781e-03
3.01458912e+01, -7.49344873e+00, -1.29169891e+02, -4.54733102e-03, 1.13736489e-03, -7.25806039e-03, -4.88033146e-03, -2.53897801e-04, -6.12734966e-02
2.88616982e+01, -1.09648628e+01, -1.27988144e+02, 9.96052288e-03, 2.25103600e-03, -1.94386411e-02, 4.12708111e-02, 2.35509984e-02, -4.85201105e-02
2.88256721e+01, -1.09233704e+01, -1.28104874e+02, 9.92625672e-03, 4.61665913e-03, -1.82628296e-02, 3.90110984e-02, 2.29375921e-02, -4.40459289e-02
3.10823574e+01, -9.62015438e+00, -1.30000931e+02, 2.27255058e-02, 1.80336125e-02, -1.75845195e-02, 3.35507691e-02, 2.42750514e-02, -3.56439836e-02
3.24801140e+01, -9.23077488e+00, -1.30294632e+02, 2.03752285e-03, -6.86289323e-03, -2.07021553e-03, -3.50804217e-02, -1.09855561e-02, -4.60043410e-03
2.29276218e+01, -1.19561539e+01, -1.26434532e+02, -7.68430764e-03, -2.68023554e-03, -6.79465989e-03, -9.57619324e-02, 4.04834002e-02, -8.21741391e-03
3.15217781e+01, -1.47178469e+01, -1.25927536e+02, 1.20076220e-02, -1.10230863e-03, -1.57641210e-02, 4.93593700e-02, 7.67329242e-03, -4.28750515e-02
3.04831676e+01, -8.03228378e+00, -1.27941124e+02, 5.65357320e-03, 5.73804229e-03, -1.58643015e-02, 9.66024213e-03, 2.54106652e-02, -2.87504476e-02
3.22115440e+01, -8.10668373e+00, -1.32134750e+02, 8.40242300e-03, 4.03248984e-03, -1.88325800e-03, 5.97082451e-03, -1.24895163e-02, 2.66151805e-03
1.80278454e+01, -9.91204643e+00, -1.26706886e+02, 3.20970267e-03, -4.29891469e-03, -1.79001538e-03, 4.92630228e-02, -1.36979437e-02, -7.31506897e-03
3.08366489e+01, -1.53436527e+01, -1.25408592e+02, -9.85184405e-03, 5.05255349e-03, -4.59992886e-03, -5.70771210e-02, 2.31101587e-02, 1.68455038e-02
2.83244438e+01, -9.52175140e+00, -1.26018478e+02, 7.84838293e-03, 2.02570762e-02, -8.38984642e-03, 2.48607751e-02, 7.39943087e-02, -4.02999446e-02
2.84793510e+01, -9.51983547e+00, -1.26073036e+02, 5.09067252e-03, 2.45582592e-02, -1.05770687e-02, 2.28369012e-02, 7.10846484e-02, -3.31685208e-02
2.83653698e+01, -9.42207146e+00, -1.26076515e+02, 3.27706081e-03, 2.67993379e-02, -1.28802527e-02, 1.47151882e-02, 6.67486638e-02, -3.52329835e-02
3.30806389e+01, -7.26448917e+00, -1.29707504e+02, 1.27630476e-02, 7.50427879e-03, -9.05115716e-03, 2.10977402e-02, 1.31150978e-02, -2.13505011e-02
2.96724987e+01, -9.24658680e+00, -1.30112488e+02, 2.86869123e-03, 1.67666149e-04, -3.97331733e-03, -2.05530156e-03, -1.77370827e-03, 1.93401414e-03
2.07830868e+01, -8.72687531e+00, -1.25141548e+02, 1.66796912e-02, 9.78397299e-03, -4.61762212e-03, 6.00563511e-02, -6.43126946e-03, -1.11462148e-02
2.57212162e+01, -1.23910646e+01, -1.27710915e+02, -1.67362411e-02, -3.24292108e-02, 1.16439620e-02, -5.09123951e-02, -9.39538330e-02, 3.73066217e-02
3.22249756e+01, -1.46801367e+01, -1.26669571e+02, 2.24745423e-02, -6.04599016e-04, -2.28334498e-02, 6.91729188e-02, -1.63210593e-02, -6.62429258e-02
2.49404926e+01, -9.46804619e+00, -1.26172195e+02, -5.15263702e-04, 3.25631263e-04, -5.42381080e-04, 3.01462561e-02, -6.84199901e-03, -1.99151170e-02
2.50208759e+01, -9.50886536e+00, -1.26354950e+02, -1.05306841e-02, 2.86082411e-03, 2.67773890e-03, -6.94991648e-03, -2.03975732e-03, -7.05041876e-03
2.97623329e+01, -8.79335308e+00, -1.27017838e+02, 1.37712331e-02, 2.52414756e-02, -1.54618770e-02, 3.08642630e-02, 5.82077578e-02, -4.82672676e-02
2.80060387e+01, -1.45088100e+01, -1.24842461e+02, -1.19349584e-02, -4.52214526e-03, -8.02245457e-03, -3.33484560e-02, -4.72228453e-02, -2.35649664e-02
2.79762611e+01, -1.43177185e+01, -1.24778931e+02, -1.50214322e-02, -1.19819902e-02, -1.10295201e-02, -2.94978600e-02, -5.45955524e-02, -1.45769790e-02
1.95222912e+01, -1.18474932e+01, -1.25228775e+02, 4.77831671e-03, 4.35244339e-03, 9.04294197e-04, 1.10082412e-02, -1.11423922e-03, 6.31800527e-03
2.88550816e+01, -1.34868498e+01, -1.27547928e+02, -6.32699404e-04, -2.65314174e-03, -6.01414219e-03, -1.59062538e-02, -8.06566514e-03, -1.06969578e-02
3.23093948e+01, -1.52444534e+01, -1.26254333e+02, 3.24108526e-02, -2.15734560e-02, -8.91238358e-03, 6.36916235e-02, -3.45611498e-02, -2.07090639e-02
2.78752632e+01, -9.01027203e+00, -1.26352097e+02, -6.41187467e-03, 5.52590191e-03, -1.64061505e-02, -7.90561363e-03, 4.99383621e-02, -6.69227242e-02
2.79545784e+01, -9.12418747e+00, -1.26215485e+02, -5.61784348e-03, 1.39090484e-02, -1.58805829e-02, -6.35649078e-03, 5.48613481e-02, -5.71978539e-02
2.43449497e+01, -9.30202007e+00, -1.25836403e+02, 2.48791259e-02, -2.69864090e-02, -1.96340214e-02, 7.66142234e-02, -2.77805068e-02, -4.21942994e-02
1.93066216e+01, -8.55477238e+00, -1.24618958e+02, 2.65161449e-04, -2.85324221e-03, 5.70419652e-04, -7.88995344e-03, -3.26454104e-03, 1.25493873e-02
2.60421848e+01, -1.01093912e+01, -1.27791344e+02, -1.64843095e-03, 1.95578989e-02, 1.45218261e-02, -1.91383585e-02, 6.64753914e-02, 5.20863011e-02
3.12609348e+01, -8.96735954e+00, -1.27991737e+02, -2.10317830e-03, 1.16846315e-03, -1.43713586e-03, 1.81306656e-02, 1.21735465e-02, -1.24491593e-02
2.58072262e+01, -9.59175777e+00, -1.27040031e+02, 1.15050795e-03, 2.59396061e-03, -4.22606384e-03, -4.70916592e-02, -1.03862453e-02, 2.10400820e-02
2.84890823e+01, -1.58128424e+01, -1.26086884e+02, 4.87325434e-03, -3.76134971e-03, -1.05676567e-02, -4.17130673e-03, -9.81197506e-03, -2.70309839e-02
1.65118885e+01, -1.13568611e+01, -1.23779953e+02, 1.75568275e-02, -5.80598274e-03, -2.53804098e-03, 6.40099719e-02, 3.50662437e-03, -7.60168070e-03
2.35041962e+01, -9.16148567e+00, -1.26126709e+02, 8.93829111e-03, -1.32188725e-03, -1.04379933e-02, 3.02127153e-02, -1.61270630e-02, -3.13473828e-02
3.39045868e+01, -8.20599174e+00, -1.30600494e+02, 1.32830115e-02, 2.06023990e-03, -6.99360017e-03, 3.53474058e-02, 8.09473079e-03, -3.85526828e-02
2.91327438e+01, -1.04709692e+01, -1.28900024e+02, 8.37950036e-04, 1.15078595e-02, -1.11134315e-03, 2.11979076e-02, 2.24087816e-02, -3.23818661e-02
2.28157463e+01, -1.21288357e+01, -1.25926308e+02, 7.64392270e-03, -5.36096329e-03, -5.71714481e-03, -4.76218760e-02, 1.52395731e-02, -1.79511472e-03
2.26530457e+01, -1.21063013e+01, -1.25799026e+02, 1.53821288e-03, -1.11790723e-03, 3.74919944e-03, -3.40565182e-02, 1.08947074e-02, 1.03533070e-03
2.26505623e+01, -1.20540094e+01, -1.26000595e+02, 2.75431131e-03, 6.11835811e-03, 4.02651378e-04, -2.79831719e-02, 1.14121772e-02, -5.32087032e-03
3.30972252e+01, -8.77029228e+00, -1.31569580e+02, 4.06732410e-03, -4.09863424e-03, -7.55517418e-03, -7.18483608e-03, 6.97593810e-03, -1.66691467e-02
1.88366966e+01, -9.29958344e+00, -1.23583214e+02, -1.51814183e-03, 5.11490507e-03, 1.89584605e-02, 2.85841748e-02, -8.96176230e-03, 2.57696933e-03
